Feature 1,Feature 2,Label
6.024062525811463,5.592526949201183,0.0
6.66125921454787,4.542903743413728,0.0
-1.6074832345612275,0.1846338585323042,0.0
6.076007138598598,5.021311648671942,0.0
-0.7563507452843033,-1.4222537095976742,0.0
-1.5151910621985523,1.3668742674445247,0.0
3.9934574347203586,6.139878561129045,0.0
-1.7787202489042786,1.496044311489183,0.0
-0.44643361455052827,0.19408999289830758,0.0
5.919228934575203,4.331855914461006,0.0
0.24496657110872277,-0.5069431753711298,0.0
3.0062643574285444,5.374056569847572,0.0
5.69822331361359,5.39348538542175,0.0
4.196325432030269,6.6391168054440675,0.0
5.06447441481012,3.0245334336461287,0.0
5.521122428379338,5.645215585950057,0.0
-0.9232332461109043,-1.3516846056163336,0.0
4.418319086051357,3.985243269307133,0.0
5.240753179488569,7.601683114180394,0.0
0.6141667000434252,0.7575077100473051,0.0
1.0375399442578992,-0.510016398854747,0.0
-0.8756182533847572,-1.382799730964336,0.0
-0.6465728842425266,-1.081548003614395,0.0
7.1573082132655035,4.3942850769966615,0.0
5.048860070325705,5.040591691203883,0.0
0.045571839903813784,-0.6516003476058171,0.0
1.586016816145352,-1.237815498826849,0.0
6.3171150673398655,4.881931473008922,0.0
4.917319314157301,4.878252491616716,0.0
6.530750832343697,6.218761851697317,0.0
0.08228398927542419,1.0654803750653512,0.0
6.612278257988645,6.314914453584048,0.0
-0.44004448669698376,0.13074057728609134,0.0
4.829815377475072,4.546771950672725,0.0
0.8231705839619146,0.07331796718840389,0.0
5.076821891060256,3.7170077758114304,0.0
-0.45006547147924364,0.6228499323474987,0.0
-0.3609661658190799,1.159329803364248,0.0
5.513600106569717,4.467299160338088,0.0
-1.7033824393551547,-0.05554769889661878,0.0
6.221033695525353,5.582097703468616,0.0
4.814712341122291,4.870179300266574,0.0
6.471170327493608,4.7906763228481335,0.0
-0.0952955323869521,0.27902152577033923,0.0
0.47897982574639186,0.3336621052869483,0.0
-0.9905363251306883,-0.5662977296027719,0.0
4.348581996385551,4.5161141659456785,0.0
0.7109599682034915,0.44426331148603976,0.0
6.317394065634326,5.1975996046924,0.0
0.7216720640432351,-1.1290517712172292,0.0
1.477894044741516,-0.5182702182736474,0.0
-0.0771017094141042,0.3411519748166439,0.0
0.5906548306923093,1.1087035805829077,0.0
-0.08973569428722672,1.4401172154494728,0.0
0.7472936051232618,0.6103702654334648,0.0
5.043602446372454,6.695051040430753,0.0
5.40373009033661,4.975804393609084,0.0
-0.18687164416135904,-0.4397310582741749,0.0
0.24380071377119883,-0.5640786307367284,0.0
0.1664522082130561,0.4924512640081491,0.0
4.678364948782617,7.076747983560841,0.0
4.356481769619857,5.927840128081237,0.0
3.5973947282003067,6.749576743186939,0.0
0.6241198170521551,0.6283455092642799,0.0
-0.15178509503558332,0.5883172064845765,0.0
0.024510174258942714,0.49799829124544975,0.0
0.36659824609684827,-0.9398797863273552,0.0
0.36139560550841393,1.5380365664659692,0.0
5.223914134064661,6.364140429973844,0.0
5.619154261005198,7.057495469711698,0.0
-0.1769472274940494,-0.7982972445384537,0.0
5.99626681944714,4.506243416838688,0.0
5.953136633913245,5.287124165201824,0.0
5.708214423256557,5.233216131263502,0.0
-0.3427145165267695,-0.8022772692216189,0.0
1.5505004928140769,-0.998354040738791,0.0
-0.7153037092599682,0.6795977489346758,0.0
0.25602973431387566,0.9826909839455139,0.0
4.892697855995771,5.447716925810278,0.0
5.126379579546412,6.938928999058285,0.0
1.8466369960476658,-1.0700847663261526,0.0
0.19808476076785494,-0.14436041192394247,0.0
1.1428228145150205,0.7519330326867741,0.0
4.849944412967473,5.125576453471543,0.0
-0.16711808031685435,0.14671368643332283,0.0
6.085786324939347,5.097983153470896,0.0
-1.4480843414973241,-1.4074637743765552,0.0
-0.6248185776956788,0.026091050210833786,0.0
0.36163602504763415,-0.6451197546051243,0.0
6.078680833431296,4.961491530499293,0.0
-1.6694052811213718,0.543360192379935,0.0
4.862551485372308,5.9528745472029385,0.0
-1.0623037137261049,0.4735924306351816,0.0
3.443418101340249,4.571884839034087,0.0
0.7384665799954104,0.1713682811899705,0.0
-1.0016200098949155,-0.2811002928859549,0.0
0.37114587337130883,-0.6039851867158206,0.0
-1.6924646297148194,1.5295503194606137,0.0
5.192049116490032,4.690883535797498,0.0
1.4412732890661155,-1.4358621511794394,0.0
0.028318376130461172,0.02975613949574519,0.0
-0.11453984525261789,1.2378163119734618,0.0
0.4400144500533324,-0.5020542243526112,0.0
6.056056809066051,5.223238914129159,0.0
6.296994546561109,4.977131937701118,0.0
3.2269675317931186,6.261921500713992,0.0
4.7909767427139744,4.1494795457907,0.0
-0.07016571145864703,-1.6609609335159914,0.0
0.07156623721939247,-0.4776574467651167,0.0
-0.6997255079925856,0.213979910734222,0.0
3.5781893332581562,6.501333651955487,0.0
0.09612077694098337,-0.4622752887050425,0.0
6.1857041546629965,5.718953310665067,0.0
0.44381942814622843,0.7746340534293368,0.0
7.644343347017035,3.497029671604847,0.0
4.83986720443336,5.671340076450465,0.0
6.0225704320096405,7.439752406339273,0.0
3.8041169379648156,5.44460266822014,0.0
-1.8408742313316453,-1.2795769667357015,0.0
0.3384964074944141,-0.4152879139008013,0.0
-0.5589218472715883,0.37721187506452086,0.0
1.465648768921554,-0.22577630048653566,0.0
5.330880232214457,5.833528961608924,0.0
6.1487657003721035,3.2602862212219,0.0
-0.637739984251316,-0.5309969550018176,0.0
0.822544912103189,-1.2208436499710222,0.0
3.3848681840944908,6.164739354457171,0.0
6.085895565831578,5.474698232879953,0.0
0.12810441491078928,-0.6810516574748808,0.0
-0.2525681513931603,-1.2477831819648495,0.0
0.5009171876243808,-0.977555244798551,0.0
5.778361076166638,4.448814283671466,0.0
-0.20812225035727522,-0.4930009346588328,0.0
5.949554135441324,3.5151020315500965,0.0
-0.7271371758248686,-0.24751863555150475,0.0
-0.5522230442809712,0.6329318177555108,0.0
